!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 03:53:29 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+5.36282828283e+005, +2.34925927167e-012, +3.36275995924e+006
+5.46363636364e+005, +2.34567182841e-012, +3.23245641111e+006
+5.56444444444e+005, +2.34277097787e-012, +3.13351668666e+006
+5.66525252525e+005, +2.34268395016e-012, +3.06387102081e+006
+5.76606060606e+005, +2.34140169106e-012, +2.99608177244e+006
+5.86686868687e+005, +2.34030497073e-012, +2.91481124981e+006
+5.96767676768e+005, +2.33490433578e-012, +2.79999545621e+006
+6.06848484848e+005, +2.33577136873e-012, +2.77377409278e+006
+6.16929292929e+005, +2.34703705550e-012, +2.88469545153e+006
+6.27010101010e+005, +2.34720672886e-012, +2.83054462144e+006
+6.37090909091e+005, +2.34719364932e-012, +2.81124813848e+006
+6.47171717172e+005, +2.33316014872e-012, +3.16499396863e+006
+6.57252525253e+005, +2.33805894504e-012, +2.59849562796e+006
+6.67333333333e+005, +2.28930092661e-012, +3.94396623167e+006
+6.77414141414e+005, +2.28912172082e-012, +3.86295978935e+006
+6.87494949495e+005, +2.33271064383e-012, +2.42346794304e+006
+6.97575757576e+005, +2.33748026502e-012, +2.43334607577e+006
+7.07656565657e+005, +2.33449076486e-012, +2.36670682892e+006
+7.17737373737e+005, +2.33425362252e-012, +2.34479364627e+006
+7.27818181818e+005, +2.28908170550e-012, +3.23256076764e+006
+7.37898989899e+005, +2.28654929727e-012, +3.45033043856e+006
+7.47979797980e+005, +2.28713538687e-012, +3.35299936403e+006
+7.58060606061e+005, +2.28608946715e-012, +3.32365499636e+006
+7.68141414141e+005, +2.28619546585e-012, +3.25853760313e+006
+7.78222222222e+005, +2.32540258974e-012, +2.22496593854e+006
+7.88303030303e+005, +2.32541705186e-012, +2.04930628098e+006
+7.98383838384e+005, +2.31695232483e-012, +1.97631621554e+006
+8.08464646465e+005, +2.29405057748e-012, +2.11682594353e+006
+8.18545454545e+005, +2.31559084115e-012, +1.92064771627e+006
+8.28626262626e+005, +2.32229454108e-012, +1.90730461256e+006
+8.38707070707e+005, +2.32122787827e-012, +1.87968785522e+006
+8.48787878788e+005, +2.32306300268e-012, +1.84907019265e+006
+8.58868686869e+005, +2.32510555070e-012, +1.84046290515e+006
+8.68949494949e+005, +2.31652466381e-012, +1.79611962115e+006
+8.79030303030e+005, +2.28273124506e-012, +2.72962950666e+006
+8.89111111111e+005, +2.28149878895e-012, +2.67828472989e+006
+8.99191919192e+005, +2.28080703100e-012, +2.59132276649e+006
+9.09272727273e+005, +2.28130876102e-012, +2.57952342043e+006
+9.19353535354e+005, +2.28093953996e-012, +2.54765036081e+006
+9.29434343434e+005, +2.28090633935e-012, +2.51285630158e+006
+9.39515151515e+005, +2.29874889130e-012, +1.89348139232e+006
+9.49595959596e+005, +2.31210663736e-012, +1.60907938338e+006
+9.59676767677e+005, +2.28507896102e-012, +2.17752361030e+006
+9.69757575758e+005, +2.30838614357e-012, +1.57617043106e+006
+9.79838383838e+005, +2.31876568825e-012, +1.55506090465e+006
+9.89919191919e+005, +2.30426923572e-012, +1.54674192927e+006
+1.00000000000e+006, +2.30142710644e-012, +2.29561607354e+006
END
